Timestamp;Suhu Udara (°C);Kelembaban Udara (%);Suhu Tanah (°C);Kelembaban Tanah (%);pH Tanah;Nitrogen (mg/kg);Fosfor (mg/kg);Kalium (mg/kg);Status Kesuburan;Rekomendasi;Curah Hujan (mm);Lokasi
2025-09-10 12:37:19;23.8;43.2;28.5;68.5;7.00;0;0;0;Data Tidak Lengkap;Periksa sensor pH dan NPK;3.2;Eucalyptus Farm
2025-09-10 12:37:24;29.6;43.2;29.7;46.0;7.00;0;7;53;Data Tidak Lengkap;Periksa sensor pH dan NPK;6.6;Eucalyptus Farm
2025-09-10 12:39:08;27.3;45.3;29.1;72.9;6.61;143;44;259;Sangat Subur;Pertahankan kondisi saat ini;8.0;Eucalyptus Farm
2025-09-10 12:39:39;30.1;66.3;29.4;79.7;7.43;108;62;217;Sangat Subur;Pertahankan kondisi saat ini;5.4;Eucalyptus Farm
2025-09-10 12:41:47;29.9;66.6;30.3;73.5;7.00;0;0;0;Data Tidak Lengkap;Periksa sensor pH dan NPK;3.6;Eucalyptus Farm
2025-09-10 12:43:04;23.5;40.8;28.5;64.9;6.03;114;62;267;Sangat Subur;Pertahankan kondisi saat ini;6.5;Eucalyptus Farm
2025-09-10 12:43:42;30.4;44.0;30.5;43.6;5.59;116;65;237;Sangat Subur;Pertahankan kondisi saat ini;0.0;Eucalyptus Farm
2025-09-10 12:44:15;26.5;60.2;25.6;61.6;7.10;70;46;244;Sedang;Pantau dan sesuaikan pupuk jika perlu;0.5;Eucalyptus Farm
2025-09-10 12:45:00;24.1;62.4;28.6;71.2;8.23;89;169;101;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;7.2;Eucalyptus Farm
2025-09-10 12:45:01;22.9;59.7;29.8;73.2;6.84;94;63;207;Sangat Subur;Pertahankan kondisi saat ini;4.0;Eucalyptus Farm
2025-09-10 12:45:44;20.6;50.0;27.8;76.3;7.91;42;42;71;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;8.9;Eucalyptus Farm
2025-09-10 12:45:54;23.6;66.9;30.3;51.6;7.92;103;49;112;Sedang;Pantau dan sesuaikan pupuk jika perlu;4.8;Eucalyptus Farm
2025-09-10 12:46:49;20.9;55.5;26.6;45.9;7.63;39;86;247;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;6.5;Eucalyptus Farm
2025-09-10 12:47:40;26.1;45.9;26.1;59.9;8.18;117;136;125;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;4.1;Eucalyptus Farm
2025-09-10 12:48:22;30.2;53.1;26.4;66.3;8.85;103;71;216;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;9.8;Eucalyptus Farm
2025-09-10 12:48:28;26.6;57.0;28.1;63.3;7.26;120;56;184;Sedang;Pantau dan sesuaikan pupuk jika perlu;6.8;Eucalyptus Farm
2025-09-10 12:48:32;23.3;51.1;28.7;58.0;6.16;42;47;174;Sedang;Pantau dan sesuaikan pupuk jika perlu;3.4;Eucalyptus Farm
2025-09-10 12:48:57;25.5;44.5;29.9;43.5;7.07;86;48;182;Sedang;Pantau dan sesuaikan pupuk jika perlu;4.9;Eucalyptus Farm
2025-09-10 12:50:47;25.7;45.8;29.1;52.9;5.46;70;46;52;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;7.2;Eucalyptus Farm
2025-09-10 12:50:49;24.9;44.9;27.0;70.9;7.48;77;37;162;Sedang;Pantau dan sesuaikan pupuk jika perlu;0.8;Eucalyptus Farm
2025-09-10 12:51:01;27.2;57.0;26.5;56.7;5.70;109;64;282;Sangat Subur;Pertahankan kondisi saat ini;7.5;Eucalyptus Farm
2025-09-10 12:51:46;25.3;54.9;28.5;65.6;8.33;140;22;158;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;5.0;Eucalyptus Farm
2025-09-10 12:52:55;29.3;65.4;26.8;58.5;7.85;97;47;203;Sedang;Pantau dan sesuaikan pupuk jika perlu;5.5;Eucalyptus Farm
2025-09-10 12:53:06;26.2;55.0;29.9;62.3;5.50;81;42;213;Sedang;Pantau dan sesuaikan pupuk jika perlu;9.6;Eucalyptus Farm
2025-09-10 12:54:00;20.5;48.9;29.2;64.0;5.41;30;191;159;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;1.8;Eucalyptus Farm
2025-09-10 12:54:20;21.4;45.1;29.2;61.9;7.26;101;50;320;Sangat Subur;Pertahankan kondisi saat ini;1.3;Eucalyptus Farm
2025-09-10 12:54:40;27.8;47.0;27.1;71.7;6.96;88;68;205;Sangat Subur;Pertahankan kondisi saat ini;4.6;Eucalyptus Farm
2025-09-10 12:55:15;24.3;46.9;29.9;80.0;8.05;66;191;392;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;6.7;Eucalyptus Farm
2025-09-10 12:55:49;22.5;46.4;30.5;50.7;6.98;49;40;126;Sedang;Pantau dan sesuaikan pupuk jika perlu;3.3;Eucalyptus Farm
2025-09-10 12:55:49;24.9;46.8;30.2;70.5;7.24;139;54;328;Sangat Subur;Pertahankan kondisi saat ini;1.4;Eucalyptus Farm
2025-09-10 12:57:24;20.9;39.1;26.9;51.0;7.45;96;62;306;Sangat Subur;Pertahankan kondisi saat ini;7.9;Eucalyptus Farm
2025-09-10 12:57:24;28.0;46.0;28.4;75.8;6.59;126;102;21;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;4.8;Eucalyptus Farm
2025-09-10 12:58:44;24.1;46.6;26.8;66.6;7.90;97;76;152;Sedang;Pantau dan sesuaikan pupuk jika perlu;4.2;Eucalyptus Farm
2025-09-10 12:59:15;27.5;53.2;27.7;45.2;7.61;90;58;206;Sedang;Pantau dan sesuaikan pupuk jika perlu;2.9;Eucalyptus Farm
2025-09-10 12:59:48;23.0;56.7;28.4;73.3;5.52;92;70;253;Sangat Subur;Pertahankan kondisi saat ini;9.1;Eucalyptus Farm
2025-09-10 13:00:17;27.9;59.2;30.4;60.9;8.45;194;29;248;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;8.3;Eucalyptus Farm
2025-09-10 13:00:30;21.2;58.7;26.4;63.9;7.78;55;185;82;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;8.4;Eucalyptus Farm
2025-09-10 13:01:57;25.0;55.8;29.0;47.8;7.49;62;52;205;Sedang;Pantau dan sesuaikan pupuk jika perlu;4.5;Eucalyptus Farm
2025-09-10 13:03:42;20.5;68.0;29.5;71.5;5.90;52;35;201;Sedang;Pantau dan sesuaikan pupuk jika perlu;5.1;Eucalyptus Farm
2025-09-10 13:04:31;23.9;66.2;28.1;69.3;7.93;94;77;216;Sedang;Pantau dan sesuaikan pupuk jika perlu;9.2;Eucalyptus Farm
2025-09-10 13:04:50;26.4;52.7;26.2;49.7;7.77;109;54;101;Sedang;Pantau dan sesuaikan pupuk jika perlu;2.9;Eucalyptus Farm
2025-09-10 13:06:00;20.8;60.3;29.1;45.4;5.50;90;43;241;Sedang;Pantau dan sesuaikan pupuk jika perlu;8.4;Eucalyptus Farm
2025-09-10 13:06:18;25.6;47.9;28.0;41.0;5.06;43;195;2;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;3.1;Eucalyptus Farm
2025-09-10 13:06:21;24.1;62.0;28.1;62.9;7.05;91;74;89;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;8.5;Eucalyptus Farm
2025-09-10 13:06:24;27.8;51.0;28.9;64.4;6.34;85;63;193;Sedang;Pantau dan sesuaikan pupuk jika perlu;7.7;Eucalyptus Farm
2025-09-10 13:06:50;28.0;57.5;28.6;54.1;6.44;95;67;233;Sangat Subur;Pertahankan kondisi saat ini;8.4;Eucalyptus Farm
2025-09-10 13:07:24;21.9;38.9;27.0;68.2;6.85;81;63;208;Sangat Subur;Pertahankan kondisi saat ini;2.0;Eucalyptus Farm
2025-09-10 13:08:40;22.4;60.5;28.2;48.2;7.25;85;40;163;Sedang;Pantau dan sesuaikan pupuk jika perlu;2.9;Eucalyptus Farm
2025-09-10 13:09:00;27.0;40.2;27.4;68.4;7.91;188;7;327;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;0.2;Eucalyptus Farm
2025-09-10 13:09:24;25.3;59.5;26.7;65.6;5.83;124;49;274;Sangat Subur;Pertahankan kondisi saat ini;6.7;Eucalyptus Farm
2025-09-10 13:09:34;28.3;38.6;30.0;62.8;7.42;52;24;217;Sedang;Pantau dan sesuaikan pupuk jika perlu;8.1;Eucalyptus Farm
2025-09-10 13:12:57;29.1;40.9;29.0;53.8;6.21;91;76;228;Sedang;Pantau dan sesuaikan pupuk jika perlu;0.1;Eucalyptus Farm
2025-09-10 13:14:48;22.3;49.6;27.5;75.0;6.95;138;63;332;Sangat Subur;Pertahankan kondisi saat ini;5.1;Eucalyptus Farm
2025-09-10 13:15:35;21.0;52.6;28.5;64.1;6.14;143;54;350;Sangat Subur;Pertahankan kondisi saat ini;0.2;Eucalyptus Farm
2025-09-10 13:15:44;22.6;63.7;29.6;57.6;6.15;51;33;103;Sedang;Pantau dan sesuaikan pupuk jika perlu;1.3;Eucalyptus Farm
2025-09-10 13:16:17;28.7;44.3;27.4;78.9;6.09;130;46;260;Sangat Subur;Pertahankan kondisi saat ini;3.4;Eucalyptus Farm
2025-09-10 13:16:59;28.8;38.2;26.6;64.6;7.95;65;41;160;Sedang;Pantau dan sesuaikan pupuk jika perlu;3.8;Eucalyptus Farm
2025-09-10 13:17:45;21.7;47.1;26.0;67.7;6.52;120;57;301;Sangat Subur;Pertahankan kondisi saat ini;0.6;Eucalyptus Farm
2025-09-10 13:18:07;25.2;51.3;28.0;74.4;7.82;54;31;132;Sedang;Pantau dan sesuaikan pupuk jika perlu;4.6;Eucalyptus Farm
2025-09-10 13:18:16;23.0;59.6;28.5;76.7;7.87;104;52;151;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;0.5;Eucalyptus Farm
2025-09-10 13:18:43;29.5;48.2;27.4;76.3;5.50;100;73;170;Sedang;Pantau dan sesuaikan pupuk jika perlu;5.3;Eucalyptus Farm
2025-09-10 13:18:49;24.1;38.2;25.8;57.2;5.55;74;47;195;Sedang;Pantau dan sesuaikan pupuk jika perlu;4.0;Eucalyptus Farm
2025-09-10 13:19:26;27.0;52.3;29.8;58.9;6.65;188;15;363;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;8.7;Eucalyptus Farm
2025-09-10 13:19:30;25.7;40.0;29.5;49.3;7.26;130;43;244;Sangat Subur;Pertahankan kondisi saat ini;5.4;Eucalyptus Farm
2025-09-10 13:19:41;26.7;47.2;28.6;61.1;5.76;143;70;207;Sangat Subur;Pertahankan kondisi saat ini;4.3;Eucalyptus Farm
2025-09-10 13:19:58;25.9;46.1;29.0;66.4;5.80;70;73;192;Sedang;Pantau dan sesuaikan pupuk jika perlu;9.9;Eucalyptus Farm
2025-09-10 13:20:08;30.0;66.3;29.4;64.1;4.95;71;81;292;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;4.5;Eucalyptus Farm
2025-09-10 13:20:16;20.6;47.0;28.6;58.8;8.64;161;100;177;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;1.2;Eucalyptus Farm
2025-09-10 13:20:16;22.2;61.3;26.6;61.1;5.06;143;15;269;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;4.5;Eucalyptus Farm
2025-09-10 13:20:55;20.7;45.8;29.3;45.5;5.93;133;58;339;Sangat Subur;Pertahankan kondisi saat ini;5.4;Eucalyptus Farm
2025-09-10 13:21:02;26.7;55.1;25.8;65.3;7.98;112;64;185;Sedang;Pantau dan sesuaikan pupuk jika perlu;7.7;Eucalyptus Farm
2025-09-10 13:21:22;22.2;48.8;28.7;42.8;6.60;53;23;126;Sedang;Pantau dan sesuaikan pupuk jika perlu;3.6;Eucalyptus Farm
2025-09-10 13:21:47;25.0;48.1;29.9;43.3;7.26;92;80;225;Sedang;Pantau dan sesuaikan pupuk jika perlu;2.1;Eucalyptus Farm
2025-09-10 13:24:16;23.8;60.4;29.5;74.3;5.72;55;36;113;Sedang;Pantau dan sesuaikan pupuk jika perlu;10.0;Eucalyptus Farm
2025-09-10 13:26:01;23.7;55.3;30.3;74.4;5.66;79;35;153;Sedang;Pantau dan sesuaikan pupuk jika perlu;2.3;Eucalyptus Farm
2025-09-10 13:28:28;25.9;42.6;26.8;69.5;5.38;106;13;397;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;8.1;Eucalyptus Farm
2025-09-10 13:28:49;24.0;48.2;28.3;51.7;8.01;101;73;126;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;1.2;Eucalyptus Farm
2025-09-10 13:29:18;22.4;50.0;30.2;55.9;6.58;88;58;114;Sedang;Pantau dan sesuaikan pupuk jika perlu;1.2;Eucalyptus Farm
2025-09-10 13:29:20;22.0;50.4;27.9;50.5;5.50;77;26;126;Sedang;Pantau dan sesuaikan pupuk jika perlu;3.6;Eucalyptus Farm
2025-09-10 13:30:56;20.9;38.7;29.4;45.4;6.82;78;63;163;Sedang;Pantau dan sesuaikan pupuk jika perlu;4.7;Eucalyptus Farm
2025-09-10 13:31:10;21.7;56.5;27.7;47.5;5.45;119;37;208;Sedang;Pantau dan sesuaikan pupuk jika perlu;6.5;Eucalyptus Farm
2025-09-10 13:31:10;29.6;42.2;26.0;50.2;6.69;148;45;320;Sangat Subur;Pertahankan kondisi saat ini;7.3;Eucalyptus Farm
2025-09-10 13:31:41;26.2;48.3;28.3;42.9;5.85;99;51;160;Sedang;Pantau dan sesuaikan pupuk jika perlu;7.6;Eucalyptus Farm
2025-09-10 13:32:43;26.2;58.0;29.4;74.5;6.61;79;33;181;Sedang;Pantau dan sesuaikan pupuk jika perlu;3.1;Eucalyptus Farm
2025-09-10 13:32:48;26.2;47.2;28.0;60.1;7.15;167;19;242;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;0.2;Eucalyptus Farm
2025-09-10 13:33:40;24.4;46.5;29.2;44.3;7.72;83;70;103;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;7.5;Eucalyptus Farm
2025-09-10 13:33:48;27.0;39.4;30.2;73.7;5.50;100;46;212;Sedang;Pantau dan sesuaikan pupuk jika perlu;3.0;Eucalyptus Farm
2025-09-10 13:35:19;28.3;43.8;28.7;66.2;7.33;49;75;250;Sedang;Pantau dan sesuaikan pupuk jika perlu;9.5;Eucalyptus Farm
2025-09-10 13:35:28;24.5;46.1;30.5;52.3;6.54;87;52;57;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;8.8;Eucalyptus Farm
2025-09-10 13:35:50;27.6;41.0;25.7;62.4;7.39;87;74;232;Sedang;Pantau dan sesuaikan pupuk jika perlu;6.9;Eucalyptus Farm
2025-09-10 13:35:59;29.4;62.5;28.1;69.4;7.61;94;24;139;Sedang;Pantau dan sesuaikan pupuk jika perlu;5.1;Eucalyptus Farm
2025-09-10 13:38:29;28.9;48.2;29.0;79.8;7.02;119;66;122;Sedang;Pantau dan sesuaikan pupuk jika perlu;3.1;Eucalyptus Farm
2025-09-10 13:39:44;23.5;53.8;27.8;80.0;7.00;0;0;0;Data Tidak Lengkap;Periksa sensor pH dan NPK;3.9;Eucalyptus Farm
2025-09-10 13:40:17;27.8;62.2;28.8;67.7;6.00;92;55;259;Sangat Subur;Pertahankan kondisi saat ini;8.5;Eucalyptus Farm
2025-09-10 13:41:03;20.6;45.2;26.0;50.4;7.81;112;139;33;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;1.8;Eucalyptus Farm
2025-09-10 13:42:07;23.7;48.0;28.8;79.8;6.62;110;60;208;Sangat Subur;Pertahankan kondisi saat ini;6.6;Eucalyptus Farm
2025-09-10 13:42:39;23.6;64.7;28.5;73.1;6.08;127;70;345;Sangat Subur;Pertahankan kondisi saat ini;9.8;Eucalyptus Farm
2025-09-10 13:42:42;20.7;64.7;26.6;77.2;7.87;83;119;204;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;7.2;Eucalyptus Farm
2025-09-10 13:42:50;26.6;49.9;27.0;74.7;7.57;92;59;226;Sedang;Pantau dan sesuaikan pupuk jika perlu;7.5;Eucalyptus Farm
2025-09-10 13:43:10;24.8;42.2;28.8;48.6;7.22;131;69;286;Sangat Subur;Pertahankan kondisi saat ini;1.0;Eucalyptus Farm
2025-09-10 13:43:31;21.9;46.6;28.1;69.9;7.11;75;75;114;Sedang;Pantau dan sesuaikan pupuk jika perlu;8.4;Eucalyptus Farm
2025-09-10 13:43:38;23.6;65.8;28.4;56.3;7.30;98;64;144;Sedang;Pantau dan sesuaikan pupuk jika perlu;6.5;Eucalyptus Farm
2025-09-10 13:44:05;29.3;42.8;27.2;53.4;7.79;38;177;344;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;0.4;Eucalyptus Farm
2025-09-10 13:44:12;22.2;64.4;28.3;49.3;7.19;113;59;145;Sedang;Pantau dan sesuaikan pupuk jika perlu;5.0;Eucalyptus Farm
2025-09-10 13:44:33;25.8;65.0;27.1;63.0;6.65;36;112;229;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;5.0;Eucalyptus Farm
2025-09-10 13:47:32;27.0;66.1;25.8;73.0;6.39;137;53;204;Sangat Subur;Pertahankan kondisi saat ini;2.9;Eucalyptus Farm
2025-09-10 13:47:56;22.9;53.3;27.4;57.9;6.05;100;46;152;Sedang;Pantau dan sesuaikan pupuk jika perlu;9.8;Eucalyptus Farm
2025-09-10 13:48:34;27.5;47.0;29.3;48.2;7.00;46;0;0;Data Tidak Lengkap;Periksa sensor pH dan NPK;5.4;Eucalyptus Farm
2025-09-10 13:51:43;21.0;63.4;28.6;59.5;7.69;64;98;293;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;8.9;Eucalyptus Farm
2025-09-10 13:52:44;22.8;50.3;26.7;66.9;7.02;44;70;182;Sedang;Pantau dan sesuaikan pupuk jika perlu;8.3;Eucalyptus Farm
2025-09-10 13:52:48;26.6;47.8;26.5;62.2;5.62;93;63;201;Sedang;Pantau dan sesuaikan pupuk jika perlu;5.8;Eucalyptus Farm
2025-09-10 13:53:24;29.4;51.0;30.0;55.1;5.68;138;63;260;Sangat Subur;Pertahankan kondisi saat ini;9.6;Eucalyptus Farm
2025-09-10 13:53:53;26.4;38.3;29.3;68.5;5.16;66;73;245;Sedang;Pantau dan sesuaikan pupuk jika perlu;3.7;Eucalyptus Farm
2025-09-10 13:55:30;25.4;56.1;27.1;79.3;5.50;101;43;154;Sedang;Pantau dan sesuaikan pupuk jika perlu;6.7;Eucalyptus Farm
2025-09-10 13:55:52;27.7;40.2;25.9;40.5;6.98;138;54;339;Sangat Subur;Pertahankan kondisi saat ini;9.6;Eucalyptus Farm
2025-09-10 13:56:04;24.4;48.2;28.2;46.2;6.58;133;67;287;Sangat Subur;Pertahankan kondisi saat ini;5.5;Eucalyptus Farm
2025-09-10 13:57:27;21.9;44.4;29.6;52.9;5.81;115;58;220;Sangat Subur;Pertahankan kondisi saat ini;0.2;Eucalyptus Farm
2025-09-10 13:58:19;20.8;45.8;30.0;72.9;7.10;70;32;112;Sedang;Pantau dan sesuaikan pupuk jika perlu;6.8;Eucalyptus Farm
2025-09-10 13:58:28;23.0;47.7;27.2;41.0;7.41;75;65;241;Sedang;Pantau dan sesuaikan pupuk jika perlu;3.4;Eucalyptus Farm
2025-09-10 13:58:46;25.0;61.8;29.7;66.2;5.82;42;70;231;Sedang;Pantau dan sesuaikan pupuk jika perlu;2.3;Eucalyptus Farm
2025-09-10 13:59:05;23.8;47.5;29.4;42.1;7.39;113;22;137;Sedang;Pantau dan sesuaikan pupuk jika perlu;0.1;Eucalyptus Farm
2025-09-10 14:01:17;28.4;38.5;27.9;53.2;5.94;59;36;154;Sedang;Pantau dan sesuaikan pupuk jika perlu;7.4;Eucalyptus Farm
2025-09-10 14:01:29;24.8;67.5;29.4;75.9;7.00;0;0;11;Data Tidak Lengkap;Periksa sensor pH dan NPK;4.4;Eucalyptus Farm
2025-09-10 14:02:12;29.0;58.8;27.6;66.9;6.11;110;68;308;Sangat Subur;Pertahankan kondisi saat ini;2.8;Eucalyptus Farm
2025-09-10 14:03:05;24.9;48.0;27.5;61.2;6.72;104;57;127;Sedang;Pantau dan sesuaikan pupuk jika perlu;1.6;Eucalyptus Farm
2025-09-10 14:03:53;25.3;38.5;26.0;53.1;5.84;114;68;195;Sedang;Pantau dan sesuaikan pupuk jika perlu;4.4;Eucalyptus Farm
2025-09-10 14:04:12;26.8;54.6;29.0;56.7;7.59;69;9;132;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;7.6;Eucalyptus Farm
2025-09-10 14:05:25;20.6;52.5;26.1;52.3;5.49;80;78;185;Sedang;Pantau dan sesuaikan pupuk jika perlu;9.3;Eucalyptus Farm
2025-09-10 14:05:49;24.1;55.3;27.2;43.4;5.50;94;58;174;Sedang;Pantau dan sesuaikan pupuk jika perlu;9.9;Eucalyptus Farm
2025-09-10 14:05:51;23.0;59.9;27.7;51.9;7.97;100;126;358;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;4.6;Eucalyptus Farm
2025-09-10 14:06:09;28.7;50.3;30.5;58.9;4.71;78;119;331;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;5.5;Eucalyptus Farm
2025-09-10 14:06:12;21.3;48.0;28.9;42.9;6.26;113;53;284;Sangat Subur;Pertahankan kondisi saat ini;2.1;Eucalyptus Farm
2025-09-10 14:08:46;23.6;41.8;28.2;74.3;5.92;36;40;192;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;6.8;Eucalyptus Farm
2025-09-10 14:09:09;27.3;43.0;25.8;67.6;5.14;83;34;128;Sedang;Pantau dan sesuaikan pupuk jika perlu;7.3;Eucalyptus Farm
2025-09-10 14:09:55;27.5;57.0;30.4;45.5;6.27;88;64;109;Sedang;Pantau dan sesuaikan pupuk jika perlu;4.3;Eucalyptus Farm
2025-09-10 14:11:41;21.6;57.3;29.7;63.1;6.38;45;59;118;Sedang;Pantau dan sesuaikan pupuk jika perlu;6.5;Eucalyptus Farm
2025-09-10 14:12:30;25.5;38.4;29.5;79.2;6.51;74;66;178;Sedang;Pantau dan sesuaikan pupuk jika perlu;6.1;Eucalyptus Farm
2025-09-10 14:12:35;23.7;56.3;30.2;66.9;6.39;84;176;1;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;0.7;Eucalyptus Farm
2025-09-10 14:12:41;20.9;61.5;28.9;58.9;6.44;109;136;63;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;9.0;Eucalyptus Farm
2025-09-10 14:13:35;29.2;39.8;29.9;53.2;6.54;71;64;176;Sedang;Pantau dan sesuaikan pupuk jika perlu;3.1;Eucalyptus Farm
2025-09-10 14:13:42;22.5;58.8;29.6;41.6;7.40;141;43;323;Sangat Subur;Pertahankan kondisi saat ini;6.7;Eucalyptus Farm
2025-09-10 14:15:16;29.4;55.8;27.5;56.5;5.51;118;54;204;Sangat Subur;Pertahankan kondisi saat ini;7.0;Eucalyptus Farm
2025-09-10 14:15:56;25.3;63.5;27.4;46.7;6.65;90;56;227;Sedang;Pantau dan sesuaikan pupuk jika perlu;8.4;Eucalyptus Farm
2025-09-10 14:16:14;25.0;63.3;26.0;59.5;6.15;132;69;242;Sangat Subur;Pertahankan kondisi saat ini;1.5;Eucalyptus Farm
2025-09-10 14:17:05;28.3;39.7;29.8;49.0;6.42;129;61;274;Sangat Subur;Pertahankan kondisi saat ini;3.8;Eucalyptus Farm
2025-09-10 14:18:20;25.8;62.0;30.4;73.6;6.32;137;63;267;Sangat Subur;Pertahankan kondisi saat ini;8.7;Eucalyptus Farm
2025-09-10 14:18:20;22.8;61.7;28.5;49.2;7.00;0;19;0;Data Tidak Lengkap;Periksa sensor pH dan NPK;4.8;Eucalyptus Farm
2025-09-10 14:18:31;21.1;40.4;28.7;58.6;5.97;31;97;248;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;9.7;Eucalyptus Farm
2025-09-10 14:19:57;24.0;63.9;26.7;67.8;7.59;101;52;216;Sedang;Pantau dan sesuaikan pupuk jika perlu;6.3;Eucalyptus Farm
2025-09-10 14:21:17;22.3;44.4;26.9;52.2;5.40;141;125;350;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;5.1;Eucalyptus Farm
2025-09-10 14:21:30;24.6;63.3;26.7;40.2;5.88;155;192;81;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;6.5;Eucalyptus Farm
2025-09-10 14:22:05;21.4;64.3;26.8;45.2;7.41;122;49;240;Sangat Subur;Pertahankan kondisi saat ini;8.9;Eucalyptus Farm
2025-09-10 14:22:08;29.2;53.0;25.8;68.6;7.91;97;57;161;Sedang;Pantau dan sesuaikan pupuk jika perlu;6.2;Eucalyptus Farm
2025-09-10 14:23:04;26.9;44.6;30.4;69.9;5.86;102;51;289;Sangat Subur;Pertahankan kondisi saat ini;5.6;Eucalyptus Farm
2025-09-10 14:23:23;22.0;47.9;25.8;47.3;6.28;110;23;199;Sedang;Pantau dan sesuaikan pupuk jika perlu;9.7;Eucalyptus Farm
2025-09-10 14:24:21;24.4;42.2;29.2;74.3;6.48;80;22;200;Sedang;Pantau dan sesuaikan pupuk jika perlu;9.4;Eucalyptus Farm
2025-09-10 14:26:01;23.0;45.4;27.5;75.8;7.30;134;64;234;Sangat Subur;Pertahankan kondisi saat ini;0.0;Eucalyptus Farm
2025-09-10 14:26:30;24.3;66.7;27.1;78.5;5.81;54;79;153;Sedang;Pantau dan sesuaikan pupuk jika perlu;9.0;Eucalyptus Farm
2025-09-10 14:26:43;20.6;42.6;27.6;42.7;6.07;80;129;73;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;5.1;Eucalyptus Farm
2025-09-10 14:27:55;25.0;61.9;28.5;43.9;7.11;109;24;186;Sedang;Pantau dan sesuaikan pupuk jika perlu;5.5;Eucalyptus Farm
2025-09-10 14:28:41;21.2;52.4;26.4;70.1;6.66;70;59;132;Sedang;Pantau dan sesuaikan pupuk jika perlu;9.1;Eucalyptus Farm
2025-09-10 14:28:42;28.5;44.2;27.2;45.4;5.90;40;162;211;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;0.7;Eucalyptus Farm
2025-09-10 14:28:45;25.0;67.0;27.4;50.3;6.37;60;45;166;Sedang;Pantau dan sesuaikan pupuk jika perlu;2.4;Eucalyptus Farm
2025-09-10 14:28:53;26.3;62.4;27.1;52.2;7.02;110;28;129;Sedang;Pantau dan sesuaikan pupuk jika perlu;4.0;Eucalyptus Farm
2025-09-10 14:29:30;29.2;61.8;30.3;42.9;4.46;121;127;330;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;2.7;Eucalyptus Farm
